,pick_up_hexes,count,day_time
685,89f05aa6123ffff,224,Night
684,89f05aa61abffff,224,Night
683,89f058692dbffff,224,Night
682,89f05aa61b7ffff,224,Night
681,89f05aa6197ffff,224,Night
680,89f05aa65afffff,224,Night
679,89f05aa6597ffff,224,Night
678,89f0586924fffff,224,Night
677,89f05aa6527ffff,224,Night
676,89f05aa6587ffff,224,Night
695,89f0586924bffff,224,Night
694,89f05aa61afffff,224,Night
693,89f05aa6523ffff,224,Night
692,89f05aa61a7ffff,224,Night
691,89f0586925bffff,224,Night
690,89f05aa652fffff,224,Night
675,89f05aa61a3ffff,224,Night
689,89f05aa65a7ffff,224,Night
698,89f0586927bffff,224,Night
491,89f05aa6a47ffff,223,Night
492,89f05aa6e6fffff,223,Night
493,89f05aa6e6bffff,223,Night
499,89f05aa6e1bffff,223,Night
500,89f05aa6e63ffff,223,Night
494,89f05aa6e77ffff,223,Night
506,89f05aa6e73ffff,223,Night
505,89f05aa6ac3ffff,223,Night
495,89f05aa6a57ffff,223,Night
496,89f05aa6a7bffff,223,Night
497,89f05aa6acfffff,223,Night
498,89f05aa6ad7ffff,223,Night
503,89f05aa6a6bffff,223,Night
502,89f05aa6e0bffff,223,Night
501,89f05aa6e7bffff,223,Night
504,89f05aa6ad3ffff,223,Night
822,89f05ab4e8bffff,222,Night
1344,89f05ab6a2bffff,209,Night
1126,89f05aa40d7ffff,191,Night
1117,89f05aa4463ffff,191,Night
1123,89f05aa446bffff,191,Night
1107,89f05aa408bffff,191,Night
1108,89f05aa4467ffff,191,Night
1109,89f05aa4473ffff,191,Night
1110,89f05aa400fffff,191,Night
1111,89f05aa43d7ffff,191,Night
1112,89f05aa4057ffff,191,Night
1113,89f05aa4303ffff,191,Night
1114,89f05aa4047ffff,191,Night
1115,89f05aa4013ffff,191,Night
1116,89f05aa40d3ffff,191,Night
1118,89f05aa4073ffff,191,Night
1119,89f05aa4063ffff,191,Night
1120,89f05aa409bffff,191,Night
1121,89f05aa401bffff,191,Night
1122,89f05aa447bffff,191,Night
1131,89f05aa40c7ffff,191,Night
1106,89f05aa430fffff,191,Night
1125,89f05aa4093ffff,191,Night
1127,89f05aa438bffff,191,Night
1128,89f05aa446fffff,191,Night
1104,89f05aa4003ffff,191,Night
1129,89f05aa4313ffff,191,Night
1130,89f05aa400bffff,191,Night
1124,89f05aa442bffff,191,Night
1132,89f05aa406fffff,191,Night
1105,89f05aa40c3ffff,191,Night
851,89f05aa41b3ffff,187,Night
854,89f05aa4137ffff,187,Night
849,89f05aa41b7ffff,187,Night
848,89f05aa41afffff,187,Night
852,89f05aa6a4fffff,187,Night
853,89f05aa4c5bffff,187,Night
864,89f05ab6bc3ffff,187,Night
855,89f05aa6a4bffff,187,Night
856,89f05aa41a3ffff,187,Night
863,89f05ab6bc7ffff,187,Night
857,89f05aa4127ffff,187,Night
858,89f05ab6b1bffff,187,Night
859,89f05ab6b0bffff,187,Night
860,89f05ab6bcfffff,187,Night
861,89f05ab6b47ffff,187,Night
862,89f05ab6b57ffff,187,Night
850,89f05aa4c4bffff,187,Night
1022,89f05ab6cc7ffff,184,Night
1021,89f05ab6c47ffff,184,Night
1020,89f05ab68d3ffff,184,Night
1019,89f05ab6c7bffff,184,Night
1018,89f05ab6c4fffff,184,Night
1017,89f05ab6c57ffff,184,Night
1016,89f05ab6c6bffff,184,Night
1015,89f05ab6ccfffff,184,Night
1014,89f05ab6cc3ffff,184,Night
902,89f05ab6913ffff,163,Night
903,89f05ab690fffff,163,Night
910,89f05ab6d3bffff,163,Night
909,89f05ab6903ffff,163,Night
907,89f05ab698bffff,163,Night
906,89f05ab6d8fffff,163,Night
905,89f05ab6d17ffff,163,Night
904,89f05ab6d83ffff,163,Night
908,89f0586b68bffff,163,Night
901,89f05ab6993ffff,163,Night
900,89f05ab6977ffff,163,Night
899,89f05ab6d07ffff,163,Night
898,89f05ab6967ffff,163,Night
897,89f05ab699bffff,163,Night
896,89f05ab6d2bffff,163,Night
1246,89f05aa4567ffff,160,Night
1257,89f05aa4167ffff,160,Night
1256,89f05aa418bffff,160,Night
1255,89f05aa453bffff,160,Night
1254,89f05aa4113ffff,160,Night
1253,89f05aa450fffff,160,Night
1252,89f05aa4103ffff,160,Night
1251,89f05aa419bffff,160,Night
1250,89f05aa4177ffff,160,Night
1247,89f05aa4577ffff,160,Night
842,89f05ab4b73ffff,160,Night
847,89f05aa651bffff,160,Night
837,89f05ab4b0bffff,160,Night
846,89f05ab4bc7ffff,160,Night
1249,89f05aa4e9bffff,160,Night
833,89f05ab4bd7ffff,160,Night
834,89f05ab4b63ffff,160,Night
835,89f05aa65d7ffff,160,Night
836,89f05aa65c7ffff,160,Night
1248,89f05aa410fffff,160,Night
838,89f05ab4b1bffff,160,Night
840,89f05ab4b0fffff,160,Night
841,89f05ab4b77ffff,160,Night
843,89f05ab4b67ffff,160,Night
839,89f05aa656bffff,160,Night
844,89f05aa659bffff,160,Night
845,89f05ab4b6fffff,160,Night
339,89f05ab4d9bffff,158,Night
1233,89f05aa40cbffff,158,Night
1232,89f05aa40dbffff,158,Night
336,89f05ab4d8bffff,158,Night
337,89f05ab4d1bffff,158,Night
338,89f05ab4dc7ffff,158,Night
1231,89f05aa46a7ffff,158,Night
340,89f05ab4d13ffff,158,Night
823,89f05ab6ea3ffff,157,Night
1067,89f05ab4b47ffff,155,Night
1059,89f05aa65d3ffff,155,Night
1060,89f05aa6427ffff,155,Night
1061,89f05ab4b6bffff,155,Night
1062,89f05ab4b7bffff,155,Night
1063,89f05aa65dbffff,155,Night
1064,89f05aa64a7ffff,155,Night
1065,89f05aa65cbffff,155,Night
1066,89f05aa655bffff,155,Night
1068,89f05aa64b7ffff,155,Night
1182,89f05ab6b9bffff,151,Night
1187,89f05ab6873ffff,151,Night
1186,89f05ab6863ffff,151,Night
1185,89f05ab6bd7ffff,151,Night
1184,89f05ab686fffff,151,Night
1183,89f05ab6b8bffff,151,Night
607,89f05aa4683ffff,145,Night
608,89f05aa4607ffff,145,Night
611,89f05aa462fffff,145,Night
610,89f05aa4617ffff,145,Night
604,89f05aa4297ffff,145,Night
606,89f05aa462bffff,145,Night
605,89f05aa468fffff,145,Night
603,89f05aa429bffff,145,Night
602,89f05aa4623ffff,145,Night
601,89f05aa4677ffff,145,Night
600,89f05aa4633ffff,145,Night
599,89f05aa460fffff,145,Night
612,89f05aa463bffff,145,Night
609,89f05aa4667ffff,145,Night
1202,89f05aa4123ffff,143,Night
1195,89f05aa452fffff,143,Night
1203,89f05aa418fffff,143,Night
1189,89f05aa4517ffff,143,Night
1190,89f05aa4523ffff,143,Night
1191,89f05aa452bffff,143,Night
1192,89f05aa4197ffff,143,Night
1193,89f05aa4183ffff,143,Night
1194,89f05aa4133ffff,143,Night
1196,89f05aa4533ffff,143,Night
1197,89f05aa4187ffff,143,Night
1198,89f05aa41abffff,143,Night
1199,89f05aa41bbffff,143,Night
1200,89f05aa4507ffff,143,Night
1201,89f05aa4193ffff,143,Night
1587,89f0586b69bffff,120,Noon
1589,89f0586b60bffff,120,Noon
1586,89f0586b6d7ffff,120,Noon
1588,89f0586b6c7ffff,120,Noon
975,89f05aa4603ffff,113,Night
970,89f05aa4687ffff,113,Night
972,89f05aa46abffff,113,Night
973,89f05aa46bbffff,113,Night
974,89f05aa712bffff,113,Night
969,89f05aa4693ffff,113,Night
976,89f05aa4697ffff,113,Night
968,89f05aa4613ffff,113,Night
967,89f05aa713bffff,113,Night
971,89f05aa468bffff,113,Night
221,89f05ab6b8fffff,111,Night
222,89f05ab6b83ffff,111,Night
223,89f05ab6b13ffff,111,Night
224,89f05ab6b93ffff,111,Night
957,89f05aa7127ffff,99,Night
958,89f05aa46b3ffff,99,Night
964,89f05aa444bffff,99,Night
965,89f05aa7137ffff,99,Night
966,89f05aa445bffff,99,Night
959,89f05aa7123ffff,99,Night
960,89f05aa7133ffff,99,Night
961,89f05aa71abffff,99,Night
956,89f05aa71afffff,99,Night
962,89f05aa712fffff,99,Night
963,89f05aa71a3ffff,99,Night
1474,89f05aa5c03ffff,95,Morning
1454,89f05aa5c83ffff,95,Morning
1453,89f05aa5c87ffff,95,Morning
1456,89f05aa5c97ffff,95,Morning
1452,89f05aa4293ffff,95,Morning
1451,89f05aa4213ffff,95,Morning
1450,89f05aa4267ffff,95,Morning
1449,89f05aa46afffff,95,Morning
1448,89f05aa4217ffff,95,Morning
1447,89f05aa422fffff,95,Morning
1472,89f05aa4627ffff,95,Morning
1457,89f05aa423bffff,95,Morning
1473,89f05aa404bffff,95,Morning
1462,89f05aa4203ffff,95,Morning
1470,89f05aa4637ffff,95,Morning
1459,89f05aa420fffff,95,Morning
1471,89f05aa4283ffff,95,Morning
1458,89f05aa5c9bffff,95,Morning
1461,89f05aa5c8fffff,95,Morning
1455,89f05aa4277ffff,95,Morning
1463,89f05aa5c93ffff,95,Morning
1464,89f05aa405bffff,95,Morning
1465,89f05aa4287ffff,95,Morning
1466,89f05aa5c13ffff,95,Morning
1467,89f05aa4207ffff,95,Morning
1468,89f05aa4223ffff,95,Morning
1469,89f05aa428fffff,95,Morning
1460,89f05aa428bffff,95,Morning
651,89f05879237ffff,93,Night
650,89f058793c3ffff,93,Night
653,89f058792a7ffff,93,Night
652,89f058793cfffff,93,Night
648,89f05879227ffff,93,Night
655,89f0587904fffff,93,Night
649,89f058793d3ffff,93,Night
654,89f058792afffff,93,Night
647,89f05879357ffff,93,Night
646,89f05ab6c97ffff,93,Night
666,89f058793cbffff,93,Night
665,89f058792b7ffff,93,Night
664,89f0587935bffff,93,Night
663,89f05879223ffff,93,Night
662,89f05879353ffff,93,Night
661,89f058792abffff,93,Night
660,89f058792a3ffff,93,Night
659,89f05879233ffff,93,Night
658,89f0587906bffff,93,Night
657,89f058793dbffff,93,Night
656,89f0587934bffff,93,Night
1134,89f05aa75afffff,90,Night
1133,89f05aa62dbffff,90,Night
1139,89f05aa7523ffff,90,Night
1135,89f05aa62cbffff,90,Night
1137,89f05aa62c3ffff,90,Night
1138,89f05aa7537ffff,90,Night
1140,89f05aa75a3ffff,90,Night
1141,89f05aa667bffff,90,Night
1142,89f05aa62d3ffff,90,Night
1143,89f05aa75b7ffff,90,Night
1144,89f05aa75a7ffff,90,Night
1136,89f05aa666bffff,90,Night
1426,89f0587b653ffff,88,Morning
1429,89f0587b643ffff,88,Morning
1417,89f0584c937ffff,88,Morning
1418,89f0587b64fffff,88,Morning
1428,89f0587b6d3ffff,88,Morning
1427,89f0587b24bffff,88,Morning
1423,89f0587b25bffff,88,Morning
1425,89f0584c9a3ffff,88,Morning
1424,89f0584c9b3ffff,88,Morning
1422,89f0584e96bffff,88,Morning
1421,89f0584cdb7ffff,88,Morning
1419,89f0587b6c3ffff,88,Morning
1420,89f0584c9afffff,88,Morning
794,89f05aa65c3ffff,83,Night
796,89f05aa654fffff,83,Night
797,89f05aa6543ffff,83,Night
799,89f05aa60a7ffff,83,Night
798,89f05aa61d3ffff,83,Night
795,89f05aa6037ffff,83,Night
807,89f05aa6143ffff,83,Night
801,89f05aa61c3ffff,83,Night
810,89f05aa6557ffff,83,Night
809,89f05aa61cbffff,83,Night
808,89f05aa6553ffff,83,Night
806,89f05aa61dbffff,83,Night
805,89f05aa6547ffff,83,Night
804,89f05aa60b7ffff,83,Night
803,89f05aa65cfffff,83,Night
802,89f05aa6153ffff,83,Night
811,89f05aa61cfffff,83,Night
800,89f05aa657bffff,83,Night
517,89f05aa6e9bffff,82,Night
511,89f05aa610fffff,82,Night
507,89f05aa6e13ffff,82,Night
508,89f05aa6103ffff,82,Night
509,89f05aa616fffff,82,Night
510,89f05aa6ed7ffff,82,Night
516,89f05aa6ec7ffff,82,Night
515,89f05aa6167ffff,82,Night
514,89f05aa6e03ffff,82,Night
513,89f05aa6e8bffff,82,Night
512,89f05aa6177ffff,82,Night
812,89f05ab4127ffff,76,Night
813,89f05ab4e87ffff,76,Night
1188,89f05ab5d03ffff,73,Night
913,89f05aa45c3ffff,64,Night
914,89f05aa45cfffff,64,Night
915,89f05aa636bffff,64,Night
911,89f05aa45cbffff,64,Night
917,89f05aa44afffff,64,Night
918,89f05aa6343ffff,64,Night
1437,89f05ab68bbffff,64,Morning
912,89f05aa44a3ffff,64,Night
919,89f05aa454fffff,64,Night
920,89f05aa634bffff,64,Night
921,89f05aa634fffff,64,Night
916,89f05aa44b7ffff,64,Night
1430,89f05ab6823ffff,64,Morning
1436,89f05ab695bffff,64,Morning
1435,89f05ab6807ffff,64,Morning
1434,89f05ab68abffff,64,Morning
1433,89f05ab683bffff,64,Morning
1432,89f05ab6887ffff,64,Morning
1431,89f05ab6827ffff,64,Morning
1442,89f05ab6c2fffff,64,Morning
1443,89f05ab6837ffff,64,Morning
1444,89f05ab6833ffff,64,Morning
1441,89f05ab6b97ffff,64,Morning
1439,89f05ab682bffff,64,Morning
1438,89f05ab6c23ffff,64,Morning
1446,89f05ab6817ffff,64,Morning
1445,89f05ab682fffff,64,Morning
1440,89f05ab6897ffff,64,Morning
926,89f05aa44a7ffff,64,Night
923,89f05aa44b3ffff,64,Night
929,89f05aa45d3ffff,64,Night
925,89f05aa6353ffff,64,Night
924,89f05aa45dbffff,64,Night
922,89f05aa637bffff,64,Night
927,89f05aa4543ffff,64,Night
928,89f05aa4553ffff,64,Night
733,89f05ab4d3bffff,56,Night
726,89f05ab4dabffff,56,Night
723,89f05ab4d33ffff,56,Night
722,89f05ab493bffff,56,Night
721,89f05ab4d2bffff,56,Night
725,89f05ab4917ffff,56,Night
735,89f05ab49bbffff,56,Night
732,89f05ab4d07ffff,56,Night
734,89f05ab4983ffff,56,Night
727,89f05ab498fffff,56,Night
728,89f05ab4993ffff,56,Night
729,89f05ab4903ffff,56,Night
730,89f05ab4913ffff,56,Night
731,89f05ab4907ffff,56,Night
724,89f05ab490fffff,56,Night
1222,89f05aa617bffff,55,Night
1217,89f05aa6563ffff,55,Night
1216,89f05aa6157ffff,55,Night
1215,89f05aa6147ffff,55,Night
1214,89f05aa650bffff,55,Night
1218,89f05aa658bffff,55,Night
1221,89f05aa656fffff,55,Night
1219,89f05aa616bffff,55,Night
1220,89f05aa6573ffff,55,Night
1504,89f05aa6377ffff,54,Noon
1503,89f05aa630fffff,54,Noon
1502,89f05aa6367ffff,54,Noon
1495,89f05aa4503ffff,54,Noon
1496,89f05aa6a5bffff,54,Noon
1497,89f05aa4583ffff,54,Noon
1498,89f05aa458fffff,54,Noon
1499,89f05aa4593ffff,54,Noon
1490,89f05aa45a3ffff,54,Noon
1500,89f05aa4537ffff,54,Noon
1494,89f05aa45abffff,54,Noon
1493,89f05aa45afffff,54,Noon
1492,89f05aa459bffff,54,Noon
1491,89f05aa458bffff,54,Noon
1501,89f05aa4527ffff,54,Noon
1489,89f05aa633bffff,54,Noon
1488,89f05aa4597ffff,54,Noon
1487,89f05aa632bffff,54,Noon
1486,89f05aa4587ffff,54,Noon
1485,89f05aa45bbffff,54,Noon
1484,89f05aa4513ffff,54,Noon
199,89f05ab4947ffff,52,Night
206,89f05ab49c3ffff,52,Night
200,89f05ab49c7ffff,52,Night
208,89f05ab490bffff,52,Night
201,89f05ab49cbffff,52,Night
209,89f05ab4957ffff,52,Night
202,89f05ab49cfffff,52,Night
203,89f05ab4953ffff,52,Night
204,89f05ab497bffff,52,Night
205,89f05ab496bffff,52,Night
207,89f05ab491bffff,52,Night
1577,89f0586b65bffff,50,Noon
1582,89f05ab6b23ffff,50,Noon
1585,89f05ab6b33ffff,50,Noon
1583,89f0586b64bffff,50,Noon
1584,89f05ab4d97ffff,50,Noon
1581,89f05ab4dbbffff,50,Noon
1579,89f05ab6b2fffff,50,Noon
1578,89f05ab4d87ffff,50,Noon
1576,89f05ab6b27ffff,50,Noon
1580,89f05ab6babffff,50,Noon
537,89f058692c7ffff,48,Night
542,89f05ab4977ffff,48,Night
541,89f05869647ffff,48,Night
540,89f058696c7ffff,48,Night
539,89f05ab4967ffff,48,Night
538,89f0586968bffff,48,Night
818,89f05aa6537ffff,48,Night
563,89f0586960fffff,48,Night
817,89f05aa65b3ffff,48,Night
819,89f0586965bffff,48,Night
820,89f05aa65a3ffff,48,Night
821,89f0586964bffff,48,Night
544,89f0586969bffff,48,Night
543,89f0586966bffff,48,Night
548,89f058696d7ffff,48,Night
545,89f058696d3ffff,48,Night
560,89f05869667ffff,48,Night
550,89f05869673ffff,48,Night
551,89f058692d7ffff,48,Night
552,89f0586961bffff,48,Night
553,89f0586967bffff,48,Night
554,89f05869663ffff,48,Night
555,89f0586960bffff,48,Night
556,89f05869613ffff,48,Night
557,89f05ab4973ffff,48,Night
558,89f05869603ffff,48,Night
546,89f05ab496fffff,48,Night
559,89f05ab4963ffff,48,Night
561,89f05869657ffff,48,Night
562,89f058692d3ffff,48,Night
549,89f0586966fffff,48,Night
547,89f05869677ffff,48,Night
984,89f05ab4d6fffff,47,Night
983,89f05ab4d0bffff,47,Night
982,89f05ab498bffff,47,Night
981,89f05ab49d7ffff,47,Night
980,89f05ab4d77ffff,47,Night
979,89f05ab4d67ffff,47,Night
978,89f05ab4d63ffff,47,Night
977,89f05ab49d3ffff,47,Night
985,89f05ab4d0fffff,47,Night
986,89f05ab4d03ffff,47,Night
987,89f05ab4d73ffff,47,Night
988,89f05ab499bffff,47,Night
1055,89f05aa4ed3ffff,42,Night
1170,89f05aa5db7ffff,42,Night
1147,89f05aa4a53ffff,42,Night
1145,89f05aa4ad7ffff,42,Night
1058,89f05aa41dbffff,42,Night
1057,89f05aa4ecfffff,42,Night
1056,89f05aa4157ffff,42,Night
1054,89f05aa4edbffff,42,Night
1053,89f05aa43a7ffff,42,Night
1052,89f05aa41cfffff,42,Night
1051,89f05aa43b7ffff,42,Night
1049,89f05aa4ec3ffff,42,Night
1048,89f05aa41d3ffff,42,Night
1047,89f05aa417bffff,42,Night
1046,89f05aa414fffff,42,Night
1045,89f05aa4153ffff,42,Night
1044,89f05aa4143ffff,42,Night
1043,89f05aa456bffff,42,Night
1042,89f05aa40a7ffff,42,Night
1041,89f05aa41cbffff,42,Night
1040,89f05aa4147ffff,42,Night
1039,89f05aa41c3ffff,42,Night
1146,89f05aa4e53ffff,42,Night
1148,89f05aa4acbffff,42,Night
1169,89f05aa5da3ffff,42,Night
1149,89f05aa5da7ffff,42,Night
1168,89f05aa4adbffff,42,Night
1167,89f05aa4a5bffff,42,Night
1166,89f05aa4ad3ffff,42,Night
1165,89f05aa4ac3ffff,42,Night
1164,89f05aa5d27ffff,42,Night
1163,89f05aa4a4bffff,42,Night
1162,89f05aa4e4fffff,42,Night
1161,89f05aa4a7bffff,42,Night
1160,89f05aa4acfffff,42,Night
1159,89f05aa4a4fffff,42,Night
1158,89f05aa4e6bffff,42,Night
1157,89f05aa4e7bffff,42,Night
1156,89f05aa5dafffff,42,Night
1155,89f05aa4e43ffff,42,Night
1154,89f05aa4a43ffff,42,Night
1153,89f05aa4a57ffff,42,Night
1152,89f05aa5d37ffff,42,Night
1151,89f05aa4a47ffff,42,Night
1150,89f05aa5db3ffff,42,Night
1050,89f05aa416bffff,42,Night
1078,89f05aa7593ffff,39,Night
1204,89f0586b6cfffff,39,Night
1081,89f05aa758bffff,39,Night
1069,89f05aa758fffff,39,Night
1087,89f05aa719bffff,39,Night
1086,89f05aa7583ffff,39,Night
1085,89f05aa7507ffff,39,Night
1084,89f05aa7503ffff,39,Night
1083,89f05ab5b0fffff,39,Night
1082,89f05aa7577ffff,39,Night
1080,89f05ab5b67ffff,39,Night
1070,89f05aa7513ffff,39,Night
1079,89f05ab5b77ffff,39,Night
1077,89f05aa7517ffff,39,Night
1076,89f05aa753bffff,39,Night
1075,89f05aa759bffff,39,Night
1074,89f05ab5b2bffff,39,Night
1073,89f05ab5b3bffff,39,Night
1072,89f05aa7567ffff,39,Night
1205,89f05ab696bffff,39,Night
1206,89f0586b6c3ffff,39,Night
1207,89f0586b6d3ffff,39,Night
1212,89f0586b657ffff,39,Night
1208,89f0586b6dbffff,39,Night
1213,89f05ab6ba7ffff,39,Night
1071,89f05aa752bffff,39,Night
1211,89f0586b653ffff,39,Night
1210,89f05ab6bb7ffff,39,Night
1209,89f0586b6cbffff,39,Night
1223,89f0586b2d7ffff,37,Night
1224,89f0586b21bffff,37,Night
1226,89f0586b663ffff,37,Night
1227,89f0586b20bffff,37,Night
1228,89f0586b673ffff,37,Night
1229,89f0586b61bffff,37,Night
1230,89f0586b2c7ffff,37,Night
1225,89f0586b66fffff,37,Night
1728,89f05ab4e13ffff,36,Evening
1727,89f05ab4e03ffff,36,Evening
1245,89f05aa6113ffff,36,Night
1237,89f05aa653bffff,36,Night
1234,89f05aa6193ffff,36,Night
1235,89f05aa6107ffff,36,Night
1244,89f05aa6183ffff,36,Night
1236,89f05aa652bffff,36,Night
1243,89f05aa618bffff,36,Night
1242,89f05aa613bffff,36,Night
1241,89f05aa619bffff,36,Night
1240,89f05aa6507ffff,36,Night
1239,89f05aa6117ffff,36,Night
1238,89f05aa618fffff,36,Night
1266,89f05ab582bffff,35,Night
1264,89f05ab5b83ffff,35,Night
1271,89f05ab5b8bffff,35,Night
1270,89f05ab5867ffff,35,Night
1269,89f05ab5b93ffff,35,Night
1268,89f05ab5b17ffff,35,Night
1267,89f05ab582fffff,35,Night
1265,89f05ab5833ffff,35,Night
1262,89f05ab5b03ffff,35,Night
1263,89f05ab5b9bffff,35,Night
1261,89f05ab5823ffff,35,Night
1260,89f05ab5b8fffff,35,Night
1259,89f05ab5b07ffff,35,Night
1258,89f05ab5b13ffff,35,Night
1012,89f05aa6403ffff,33,Night
1295,89f05aa4c2fffff,33,Night
1290,89f05aa6a37ffff,33,Night
1291,89f05aa48a7ffff,33,Night
1292,89f05aa4833ffff,33,Night
1294,89f05aa48b7ffff,33,Night
1293,89f05aa4cb3ffff,33,Night
1343,89f05aa6a2fffff,33,Night
1342,89f05aa6b5bffff,33,Night
1341,89f05aa4b93ffff,33,Night
1289,89f05aa4823ffff,33,Night
1013,89f05aa640fffff,33,Night
1279,89f05aa4883ffff,33,Night
1288,89f05aa6a33ffff,33,Night
1287,89f05aa4ba3ffff,33,Night
1286,89f05aa48a3ffff,33,Night
1285,89f05aa4837ffff,33,Night
1284,89f05aa4b83ffff,33,Night
1283,89f05aa6a27ffff,33,Night
1282,89f05aa4b33ffff,33,Night
1281,89f05aa482bffff,33,Night
1280,89f05aa4babffff,33,Night
1339,89f05aa4cafffff,33,Night
1340,89f05aa4b23ffff,33,Night
1323,89f05aa4887ffff,33,Night
1338,89f05aa488fffff,33,Night
1307,89f05aa4ca3ffff,33,Night
1317,89f05aa4807ffff,33,Night
1337,89f05aa4b87ffff,33,Night
1315,89f05aa48bbffff,33,Night
1314,89f05aa6b4bffff,33,Night
1313,89f05aa4bb3ffff,33,Night
1312,89f05aa48abffff,33,Night
1311,89f05aa482fffff,33,Night
1310,89f05aa4c27ffff,33,Night
1309,89f05aa4897ffff,33,Night
1308,89f05aa495bffff,33,Night
1306,89f05aa6aabffff,33,Night
1319,89f05aa4c97ffff,33,Night
1305,89f05aa6a87ffff,33,Night
1304,89f05aa4d4bffff,33,Night
1303,89f05aa6a23ffff,33,Night
1302,89f05aa4c17ffff,33,Night
1301,89f05aa4c07ffff,33,Night
1300,89f05aa4b97ffff,33,Night
1299,89f05aa4c87ffff,33,Night
1298,89f05aa483bffff,33,Night
1297,89f05aa4cabffff,33,Night
1296,89f05aa4c8fffff,33,Night
1318,89f05aa4cbbffff,33,Night
1316,89f05aa48b3ffff,33,Night
1320,89f05aa4817ffff,33,Night
1326,89f05aa4bbbffff,33,Night
1336,89f05aa6abbffff,33,Night
1335,89f05aa4d5bffff,33,Night
1334,89f05aa494bffff,33,Night
1333,89f05aa4c33ffff,33,Night
1332,89f05aa49dbffff,33,Night
1331,89f05aa49cbffff,33,Night
1330,89f05aa4c3bffff,33,Night
1329,89f05aa4827ffff,33,Night
1321,89f05aa4c23ffff,33,Night
1327,89f05aa4c37ffff,33,Night
1328,89f05aa4c2bffff,33,Night
1325,89f05aa4893ffff,33,Night
1322,89f05aa48afffff,33,Night
1324,89f05aa4953ffff,33,Night
1272,89f05ab6c33ffff,32,Night
1273,89f05ab6c3bffff,32,Night
1274,89f05ab6893ffff,32,Night
1278,89f05ab688fffff,32,Night
1277,89f05ab6cabffff,32,Night
1276,89f05ab6c2bffff,32,Night
1275,89f05ab6883ffff,32,Night
745,89f05aa711bffff,31,Night
743,89f05aa710bffff,31,Night
744,89f05aa716fffff,31,Night
742,89f05aa7173ffff,31,Night
741,89f05aa750fffff,31,Night
740,89f05aa7163ffff,31,Night
748,89f05aa7167ffff,31,Night
746,89f05aa46d7ffff,31,Night
747,89f05aa469bffff,31,Night
1381,89f05aa4c7bffff,30,Morning
1093,89f05ab6d4bffff,30,Night
1384,89f05aa4853ffff,30,Morning
1383,89f05aa48dbffff,30,Morning
1382,89f05aa4c47ffff,30,Morning
1092,89f05ab6d53ffff,30,Night
1380,89f05aa4c6bffff,30,Morning
1379,89f05aa48d3ffff,30,Morning
1378,89f05aa4c57ffff,30,Morning
1377,89f05aa4ccfffff,30,Morning
1376,89f05aa4cc7ffff,30,Morning
1375,89f05aa4eb7ffff,30,Morning
1103,89f05ab68a3ffff,30,Night
1102,89f05ab6d0bffff,30,Night
1101,89f05ab6d47ffff,30,Night
1100,89f05ab68a7ffff,30,Night
1099,89f05ab68b3ffff,30,Night
1098,89f05ab6d6bffff,30,Night
1097,89f05ab6d7bffff,30,Night
1096,89f05ab69dbffff,30,Night
1095,89f05ab68afffff,30,Night
1385,89f05aa4ea7ffff,30,Morning
1094,89f05ab68b7ffff,30,Night
1089,89f05ab6d4fffff,30,Night
1091,89f05ab6dcbffff,30,Night
1374,89f05aa48cbffff,30,Morning
1088,89f05ab6d43ffff,30,Night
1090,89f05ab6d57ffff,30,Night
1391,89f05aa41c7ffff,28,Morning
1392,89f05aa41d7ffff,28,Morning
1390,89f05aa411bffff,28,Morning
1386,89f05aa416fffff,28,Morning
1387,89f05aa410bffff,28,Morning
1388,89f05aa4163ffff,28,Morning
1389,89f05aa4173ffff,28,Morning
1478,89f05aa6e17ffff,27,Noon
1475,89f05aa6e3bffff,27,Noon
1476,89f05aa6e0fffff,27,Noon
1480,89f05aa612bffff,27,Noon
1479,89f05aa6e2bffff,27,Noon
1483,89f05aa6e8fffff,27,Noon
1482,89f05aa6e83ffff,27,Noon
1481,89f05aa6e07ffff,27,Noon
1477,89f05aa6e93ffff,27,Noon
1826,89f05aa63d3ffff,24,Morning
1825,89f05aa601bffff,24,Morning
1818,89f05aa646fffff,24,Morning
1819,89f05aa6047ffff,24,Morning
1820,89f05aa6057ffff,24,Morning
1821,89f05aa60c7ffff,24,Morning
1822,89f05aa607bffff,24,Morning
1823,89f05aa606bffff,24,Morning
1824,89f05aa60d7ffff,24,Morning
1646,89f05aa4a07ffff,22,Noon
1640,89f05aa4a2bffff,22,Noon
1641,89f05bda493ffff,22,Noon
1642,89f05aa4e2fffff,22,Noon
1643,89f05aa4e2bffff,22,Noon
1644,89f05aa4a8fffff,22,Noon
1645,89f05aa4e3bffff,22,Noon
1647,89f05aa4eabffff,22,Noon
1648,89f05aa4a93ffff,22,Noon
1649,89f05aa4a3bffff,22,Noon
1650,89f05aa4e23ffff,22,Noon
1651,89f05aa4a17ffff,22,Noon
1652,89f05aa4a97ffff,22,Noon
1653,89f05aa4e33ffff,22,Noon
1398,89f05bda42bffff,21,Morning
1397,89f05bda4bbffff,21,Morning
1413,89f05bda40fffff,21,Morning
1415,89f05bda487ffff,21,Morning
1393,89f05bda413ffff,21,Morning
1412,89f05bda093ffff,21,Morning
1411,89f05bda433ffff,21,Morning
1396,89f05bda09bffff,21,Morning
